Insumo   ;Embalagem  ;Descricao  ;Quantidade ;Valor;Preco Medio;Ultimo Preco
6347;UM        ;PLACA SEMITUBULAR 4,5MM 05 FUROS                                                          ;0;0;0;125,31
6348;UM        ;PLACA SEMITUBULAR 4,5MM 06 FUROS                                                          ;0;0;0;125,31
6349;UM        ;PLACA SEMITUBULAR 4,5MM 07 FUROS                                                          ;0;0;0;125,31
6350;UM        ;PLACA COMP DIN LARGA 4,5MM 06 FUROS                                                       ;0;0;0;207
6351;UM        ;PLACA COMP DIN 4,5MM LARGA 09 FUROS                                                       ;0;0;0;207
6352;UM        ;PLACA COMP DIN 4,5MM ESTREITA 04 FUROS                                                    ;0;0;0;164,7
6353;UM        ;PLACA COMP DIN 4,5MM ESTREITA 05 FUROS                                                    ;0;0;0;164,7
6354;UM        ;PLACA COMP DIN ESTREITA 4,5MM 09 FUROS                                                    ;0;0;0;164,7
6355;UM        ;PARAFUSO ESPONJOSO R16 6,5X30MM                                                           ;0;0;0;19,44
6356;UM        ;PARAFUSO ESPONJOSO R16 6,5X3,5MM                                                          ;0;0;0;19,44
6357;UM        ;PARAFUSO ESPONJOSO R16 6,5X75MM                                                           ;0;0;0;19,44
6358;UM        ;PARAFUSO ESPONJOSO R32 6,5X35MM                                                           ;0;0;0;19,44
6359;UM        ;PARAFUSO ESPONJOSO R32 6,5X60MM                                                           ;0;0;0;19,44
6360;UM        ;PARAFUSO ESPONJOSO R32 6,5X65MM                                                           ;0;0;0;19,44
6361;UM        ;PARAFUSO ESPONJOSO R32 6,5X70MM                                                           ;0;0;0;19,44
6362;UM        ;PLACA COMP DIN 4,5MM LARGA 07 FUROS                                                       ;0;0;0;164,7
6363;UM        ;PLACA COMP DIN 4,5MM LARGA 08 FUROS                                                       ;0;0;0;164,7
6364;UM        ;PARAFUSO ESPONJOSO R32 6,5X45MM                                                           ;0;0;0;19,44
6365;UM        ;PARAFUSO ESPONJOSO R32 6,5X50MM                                                           ;0;0;0;19,44
6366;UM        ;PARAFUSO ESPONJOSO R32 6,5X55MM                                                           ;0;0;0;19,44
6367;UM        ;PARAFUSO ESPONJOSO R32 6,5X80MM                                                           ;0;0;0;19,44
6368;UM        ;PARAFUSO ESPONJOSO R32 6,5X85MM                                                           ;0;0;0;19,44
6369;UM        ;PARAFUSO ESPONJOSO R32 6,5X95MM                                                           ;0;0;0;19,44
6370;UM        ;PARAFUSO ESPONJOSO R32 6,5X40MM                                                           ;0;0;0;19,44
6371;UM        ;PAR CANULADO 4,5X20MM                                                                     ;0;0;0;73,8
6372;UM        ;PARAFUSO ESPONJOSO 4,0X45MM                                                               ;0;0;0;20,09
6373;UM        ;PARAFUSO ESPONJOSO 4,0X50MM                                                               ;0;0;0;20,09
6374;UM        ;PLACA EM T 3,5MM                                                                          ;0;0;0;192,78
6375;UM        ;PLACA EM T 3,5MM 3+3                                                                      ;0;0;0;192,78
6376;UM        ;PLACA 8X8F BLOQUEADA RETA (EXTRA SUS)                                                     ;0;0;0;192,78
6377;UM        ;FILME PARA ULTRASONOGRAFIA UPP 110MMX20M                                                  ;30;2294,7;76,49;76,49
6378;UM        ;CATETER DE TITANIO 6.0FR(ACESSO VASCULAR)KIT                                              ;0;0;0;600
6379;KIT       ;CATETER DE TITANIO 7,5FR(ACESSO VASCULAR)KIT                                              ;0;0;0;3416,66
6380;UM        ;CATETER DE PICC N.2FR X 30CM                                                              ;0;0;0;0,000001
6381;UM        ;CATETER DE PICC N.3FR X 30CM                                                              ;0;0;0;1
6382;UM        ;DRENO KERR N.10 TAYLOR                                                                    ;0;0;0;12,64
6383;UM        ;DRENO KERR N.14 TAYLOR                                                                    ;0;0;0;12,64
6384;UM        ;DRENO KERR N.16 TAYLOR                                                                    ;0;0;0;12,76
6385;KIT       ;SONDA PARA GASTROSTOMIA 16-4.5 (MIC-KEY)                                                  ;0;0;0;0
6386;UM        ;SERINGA DESC.01ML C/AGULHA 0,33 X 13MM                                                    ;0;0;0;0
6387;UMA       ;CALIBRADOR SOLUCAO 3144046001                                                             ;0;0;0;1918,4
6388;UMA       ;CALIBRADOR SOLUCAO                                                                        ;0;0;0;1918,4
6389;UMA       ;FLUID PACK OMNI C 3144038001                                                              ;0;0;0;1918,4
6390;UMA       ;INTEGRA ACIDO URICO II 400T 3183807190                                                    ;0;0;0;536
6391;UMA       ;INTEGRA CKMB L 100T 4525299190                                                            ;0;0;0;304
6392;UMA       ;INTEGRA ISE ETCHER 66ML 20763098122                                                       ;0;0;0;3000
6393;UMA       ;INTEGRA COLESTEROL II 400T 3039773190                                                     ;0;0;0;496
6394;UMA       ;INTEGRA CREATININA JAFFE 700T 4810716190                                                  ;0;0;0;735
6395;UMA       ;INTEGRA GLICOSE HK GEN 3 800T 4404483190                                                  ;0;0;0;800
6396;UMA       ;INTEGRA HDL COLESTEROL GEN 3 200T 4399803190                                              ;0;0;0;660
6397;UMA       ;INTEGRA ISE ELETRODO POTASSIO 210293550001                                                ;0;0;0;6500
6398;UMA       ;INTEGRA ISE ELETRODO SODIO 21029371001                                                    ;0;0;0;6500
6399;UMA       ;INTEGRA AST/TGO 500T 20764949322                                                          ;0;0;0;480
6400;UMA       ;INTEGRA ALT/TGP 500T 20764957322                                                          ;0;0;0;650
6401;UMA       ;INTEGRA TRIGLICERIDEOS 250T 20767107322                                                   ;0;0;0;400
6402;UMA       ;INTEGRA UREIA L 500T 4460715190                                                           ;0;0;0;575
6403;UMA       ;INSUMOS P/REALIZACAO DOS EXAMES DE BIOQUIMICA HEMATOLOGIA HEMOSTASIA E GASOMETRIA.        ;0;0;0;78238
6404;UMA       ;UREA UV CINETICA AA LIQUIDA 4X100+4X25ML                                                  ;0;0;0;0,41
6405;UMA       ;CREATININA CINETICA AA LIQUIDA 250ML                                                      ;0;0;0;0,41
6406;UMA       ;URICOSTAT ENZIMATICO AA LIQUIDA 2X100+50ML                                                ;0;0;0;0,78
6407;UMA       ;GOT(AST) UV AA LIQUIDA                                                                    ;0;0;0;0,92
6408;UMA       ;GPT (ALT) UV AA LIQUIDA                                                                   ;0;0;0;0,69
6409;UMA       ;GLICEMIA ENZIMATICA AA LIQUIDA                                                            ;0;0;0;0,46
6410;UMA       ;(LACEN)ALP 405 AA LIQUIDA                                                                 ;0;0;0;0,87
6411;UMA       ;G-G-TEST CINETICA AA LIQUIDA                                                              ;0;0;0;1,11
6412;UMA       ;CK NAC UV AA LIQUIDA                                                                      ;0;0;0;0,83
6413;UMA       ;CK MB NAC UV AA LIQUIDA WIENER                                                            ;0;0;0;2,08
6414;UMA       ;(LACEM)BILIRRUBINA TOTAL AA LIQUIDA                                                       ;0;0;0;0,92
6415;UMA       ;(LACEM)BILIRRUBINA DIRECTA AA LIQUIDA                                                     ;0;0;0;0,92
6416;UMA       ;(LACEN)AMILASA 405 AA LIQUIDA                                                             ;0;0;0;1,2
6417;UMA       ;PCR ULTRASENSIBLE AA                                                                      ;0;0;0;1,3
6418;UMA       ;(LACEN)ALBUMINA AA                                                                        ;0;0;0;0,83
6419;UMA       ;MG COLOR AA                                                                               ;0;0;0;0,83
6420;UMA       ;CAPACETE P/OXIGENIO TAM CP-1C, EM ACRILICO TRANSPARENTE                                   ;0;0;0;136,99
6421;UM        ;ALMOTOLIA TRANSPARENTE BICO RETO 125ML                                                    ;0;0;0;0
6422;ENV.      ;FIO VICRYL N. 5.0                                                                         ;0;0;0;0
6423;UM        ;CATETER PARA EMBOLECTOMIA ARTERIAL 2F 60CM.                                               ;48;5897,76;122,87;122,87
6424;SC.       ;SONDA DE MIC-KEY N.14                                                                     ;0;0;0;610
6425;UM        ;SONDA DE MIC-KEY N.16                                                                     ;0;0;0;0
6426;KIT       ;SONDA PARA GASTROSTOMIA 18-2.5(MIC-KEY)                                                   ;0;0;0;654,37
6427;UM        ;AGULHA PERIDURAL N.18G                                                                    ;2000;15238;7,619;5,51
6428;UM        ;AGULHA P/ BIOPSIA 20 X 10                                                                 ;0;0;0;0
6429;UM        ;SISTEMA DUPLO TIPO BARAKA                                                                 ;0;0;0;104,68
6430;UM        ;AGULHA PARA ANESTESIA ESPINHAL 25G                                                        ;0;0;0;0
6431;UM        ;AGULHA DESCARTAVEL PARA ANESTESIA ESPINHAL 20G X 3 1/2                                    ;0;0;0;12
6432;UM        ;DISPOSITIVO DE DRENAGEM MEDISTINAL 120 ML - DRENO TORAX                                   ;0;0;0;19,53
6433;UM        ;CATETER CENTRAL DE INSERCAO PERIFERICA (PICC) 1,9F                                        ;0;0;0;194
6434;UM        ;TERMOMETRO DIGITAL PARA AMBIENTE (TERMO-HIGROMETRO)                                       ;0;0;0;51,08
6435;UM        ;(NEURO)ADESIVO ARTIFICIAL P/NEUROCIRURGIA 6 X 8CM                                         ;0;0;0;0
6436;UM        ;EQUIPAMENTO COLETOR P/OSTOMIA INTESTINAL AD SIST 01 P. DRENOPLAST ANTIODOR OPACA C/FILTRO ;0;0;0;6,78
6437;UM        ;EUIPAMENTO COLETOR P/OSTOMIA INTESTINAL INFANTIL SIST 01 P. DREN TRANSP S/ FILTRO CARVA AT;0;0;0;7,49
6438;UM        ;CONJUNTO OSTOMIA DREN C/01 BOLSA C/TELA PROTETORA PELE 01 PLACA C/FLANGE ATE 85MM C/RESINA;0;0;0;42,7
6439;UM        ;SONDA ENDOBRONQUIAL DUPLO LUMEN, ESQUERDA, TAM.26                                         ;0;0;0;366,34
6440;KIT       ;TESTE DE UREASE PARA REALIZACAO ENDOSCOPIA DIGESTIVA-KIT 50                               ;0;0;0;66,5
6441;BOB.      ;PAPEL P/ELETROCARDIOGRAMA 80MM X 30M                                                      ;565;4852,65;8,588761;8,56
6442;UM        ;APARELHO DE GLICEMIA.                                                                     ;1421;16497,81;11,61;11,61
6443;UM        ;FITA TESTE  GLICEMIA(BREEZE)                                                              ;0;0;0;0
6444;UM        ;ESFIGMOMANOMETRO ANEROIDE INFANTIL S/ESTETOSCOPIO                                         ;63;3910,18;62,066349;57,39
6445;UM        ;ELETROLDO CIRURGICO MEIA ALFA 120MM                                                       ;0;0;0;0
6446;UM        ;TUBO ENDOTRAQUEAL N 2.5 C/CUFF                                                            ;270;1501,8;5,562222;5,82
6447;ENV.      ;POLIGLACTINA NR 2 AG.3/8 4.CM                                                             ;0;0;0;0
6448;ENV.      ;FIO POLIGLICOLICO N.0 AG.3,5CM         ,75CM.                                             ;0;0;0;0
6449;UM        ;SONDA ENDOTRAQUEAL PVC 39 ESQUERDA EST.DUPLO LUMEN                                        ;0;0;0;0
6451;ENV.      ;FIO POLIGLICOLICO N.0 AG.4.0CM 1/2 CIRCULAR,COMP.75CM                                     ;0;0;0;0
6452;UMA       ;ARRUELA LISA PARA PARAFUSO CANULADO 3,5MM                                                 ;0;0;0;5,46
6453;ENV.      ;FIO POLIGLICOLICO N.1-0 AG.4,0CM 1/2 CIRCULAR,COMP.75CM.                                  ;0;0;0;0,1
6454;ENV.      ;FIO POLIGLICOLICO N.0 AG.3,7CM 1/2 CIRCULAR, COMP.75CM.                                   ;0;0;0;0
6455;UM        ;COMPRESSA DE COLAGENO P/ HEMOSTASIA 5X8CM                                                 ;0;0;0;0
6456;UM        ;COMPRESSA DE COLAGENO P/ HEMOSTASIA 10X12                                                 ;0;0;0;0
6457;UM        ;MONONYLON NR 9.0 AG.1/2MM 30CM 70MM                                                       ;0;0;0;0
6458;ENV.      ;NYLON NR 5 AG.1/2MM 15MM 45CM                                                             ;0;0;0;0
6459;ENV.      ;FIO POLIDIOXANONA(PDS)N.6.0 AG.1/2MM CIRCULAR 0,95CM                                      ;0;0;0;0
6460;ENV.      ;FIO POLIGLECAPRONE N.4-0 AG.1,9CM 3/8 CIRCULAR,COMP.45CM.                                 ;0;0;0;21,98
6461;ENV.      ;FIO POLIGLECARPONE ESC.UNI. ESPIRAL. N.3-0 AG.3,6CM CILINDRICA 1/2 COMP. 45CM. MUSCULO.   ;372;37858,44;101,77;101,77
6462;ENV.      ;ACO MONOFILAMENTO AG.1 4MM 4X45CM                                                         ;0;0;0;0
6463;ENV.      ;VYCRIL NR 4.0 AG.1,7                                                                      ;0;0;0;1
